months_as_customer,age,policy_state,policy_csl,policy_detuctable,policy_monthly_premium,policy_annual_premium,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,incident_date,incident_type,collision_type,incident_severity,incident_state,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_year,fraud_reported,total_policy_premium_by_months_customer
267,46,270208,OH,100/300,Volkswagen,2000,1546.01,0,FEMALE,MD,adm-clerical,polo,wife,1/6/2015,Multi-vehicle Collision,Front Collision,Total Loss,VA,Riverwood,4,4,NO,2,?,77100,15420,7710,53970,Jetta
463,57,407958,IL,250/500,Dodge,500,1063.67,0,MALE,Masters,priv-house-serv,dancing,wife,2/3/2015,Single Vehicle Collision,Front Collision,Minor Damage,NY,Springfield,14,1,NO,2,YES,59400,6600,6600,46200,Neon
303,46,832300,IN,100/300,Toyota,1000,709.14,0,MALE,Masters,machine-op-inspct,kayaking,husband,2/12/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,NY,Northbrook,3,3,NO,1,NO,54890,9980,4990,39920,Corolla
137,30,927205,IL,250/500,Chevrolet,500,1039.55,0,MALE,MD,exec-managerial,kayaking,unmarried,2/16/2015,Multi-vehicle Collision,Front Collision,Minor Damage,WV,Columbus,4,3,?,2,?,74030,6730,13460,53840,Tahoe
56,42,655356,IL,250/500,BMW,500,1339.39,0,FEMALE,Associate,adm-clerical,chess,not-in-family,2/25/2015,Single Vehicle Collision,Rear Collision,Total Loss,NY,Columbus,13,1,?,1,YES,61490,11180,11180,39130,X5
75,27,831053,IN,250/500,Volkswagen,1000,1202.75,0,MALE,High School,handlers-cleaners,board-games,not-in-family,1/21/2015,Multi-vehicle Collision,Front Collision,Minor Damage,SC,Northbrook,23,3,NO,0,YES,79560,6630,13260,59670,Passat
131,33,432740,IL,100/300,Toyota,2000,1081.17,0,MALE,MD,sales,yachting,wife,1/28/2015,Parked Car,?,Minor Damage,NY,Northbend,3,1,?,0,NO,4900,490,490,3920,Camry
153,34,893853,IL,250/500,Nissan,500,991.39,0,MALE,High School,tech-support,paintball,other-relative,2/27/2015,Multi-vehicle Collision,Side Collision,Total Loss,WV,Springfield,0,3,?,1,NO,77770,14140,14140,49490,Pathfinder
255,43,594988,IN,500/1000,Nissan,500,984.02,0,FEMALE,JD,transport-moving,board-games,unmarried,2/10/2015,Multi-vehicle Collision,Side Collision,Major Damage,SC,Columbus,14,2,?,2,?,74700,7470,14940,52290,Maxima
103,26,979544,IL,100/300,Volkswagen,500,1354.83,0,MALE,MD,tech-support,sleeping,husband,1/18/2015,Multi-vehicle Collision,Front Collision,Minor Damage,NY,Arlington,14,2,NO,2,?,40600,4060,4060,32480,Passat
97,28,191891,OH,100/300,Jeep,1000,830.31,0,MALE,JD,farming-fishing,video-games,husband,1/13/2015,Single Vehicle Collision,Rear Collision,Total Loss,SC,Springfield,22,1,?,1,?,45270,10060,10060,25150,Wrangler
214,36,831479,IL,100/300,Saab,2000,987.42,7000000,FEMALE,Associate,machine-op-inspct,kayaking,own-child,1/31/2015,Multi-vehicle Collision,Front Collision,Minor Damage,NY,Springfield,17,3,NO,0,?,47080,4280,8560,34240,93
438,57,714346,OH,500/1000,Volkswagen,500,1119.29,0,FEMALE,MD,machine-op-inspct,chess,husband,1/15/2015,Single Vehicle Collision,Side Collision,Minor Damage,SC,Hillsdale,14,1,?,0,NO,40700,4070,4070,32560,Passat
87,27,326289,OH,100/300,Ford,500,1048.39,0,FEMALE,Masters,transport-moving,polo,own-child,2/13/2015,Single Vehicle Collision,Side Collision,Minor Damage,NY,Riverwood,2,1,?,2,YES,34650,6300,3150,25200,F150
27,28,944537,OH,500/1000,Jeep,1000,1074.47,0,MALE,MD,protective-serv,camping,wife,2/13/2015,Parked Car,?,Trivial Damage,WV,Riverwood,4,1,?,2,?,3200,400,400,2400,Grand Cherokee
206,42,779156,IL,500/1000,Saab,1000,1230.76,0,MALE,High School,machine-op-inspct,yachting,unmarried,1/3/2015,Single Vehicle Collision,Rear Collision,Major Damage,VA,Hillsdale,2,1,?,1,NO,78980,7180,14360,57440,92x
127,31,856153,OH,500/1000,Nissan,500,1255.02,0,MALE,Associate,sales,reading,not-in-family,1/13/2015,Parked Car,?,Minor Damage,SC,Riverwood,10,1,YES,1,NO,6160,560,1120,4480,Ultima
422,60,473338,IN,100/300,Mercedes,1000,1555.52,0,FEMALE,MD,machine-op-inspct,hiking,own-child,2/14/2015,Single Vehicle Collision,Front Collision,Major Damage,NC,Northbrook,11,1,YES,1,NO,85250,15500,7750,62000,E400
303,50,521694,IL,100/300,Dodge,2000,836.11,5000000,MALE,Masters,sales,camping,not-in-family,1/20/2015,Multi-vehicle Collision,Side Collision,Major Damage,SC,Springfield,1,4,YES,1,NO,72840,12140,6070,54630,Neon
228,40,136520,IN,100/300,Toyota,500,1450.98,0,MALE,Associate,exec-managerial,base-jumping,husband,1/18/2015,Parked Car,?,Trivial Damage,WV,Northbend,20,1,?,0,NO,6050,1100,1100,3850,Camry
239,39,730819,IN,250/500,BMW,2000,625.08,0,FEMALE,JD,protective-serv,hiking,wife,1/3/2015,Single Vehicle Collision,Front Collision,Major Damage,SC,Riverwood,10,1,NO,2,YES,87890,15980,7990,63920,X6
330,47,912665,IL,100/300,Ford,2000,1133.27,0,FEMALE,High School,craft-repair,chess,wife,3/1/2015,Multi-vehicle Collision,Side Collision,Total Loss,NY,Northbrook,20,2,?,0,YES,60500,11000,5500,44000,F150
128,35,469966,IN,500/1000,Chevrolet,500,1366.6,0,FEMALE,MD,machine-op-inspct,kayaking,other-relative,1/1/2015,Multi-vehicle Collision,Front Collision,Minor Damage,NY,Columbus,10,3,?,2,NO,88220,16040,16040,56140,Malibu
147,37,952300,OH,500/1000,Accura,1000,1439.9,6000000,FEMALE,Associate,prof-specialty,video-games,husband,1/29/2015,Multi-vehicle Collision,Rear Collision,Total Loss,SC,Springfield,2,2,NO,1,NO,53680,9760,4880,39040,MDX
287,45,322609,OH,500/1000,Accura,1000,1230.69,0,MALE,Masters,transport-moving,golf,not-in-family,1/10/2015,Single Vehicle Collision,Front Collision,Minor Damage,VA,Springfield,19,1,NO,0,NO,53800,5380,5380,43040,MDX
142,29,890280,OH,100/300,Mercedes,2000,1307.68,0,FEMALE,MD,craft-repair,dancing,husband,1/29/2015,Single Vehicle Collision,Rear Collision,Major Damage,NY,Columbus,10,1,YES,1,NO,54360,4530,9060,40770,E400
162,35,431583,IL,500/1000,Toyota,2000,1124.69,0,FEMALE,Masters,handlers-cleaners,bungie-jumping,husband,2/20/2015,Single Vehicle Collision,Side Collision,Major Damage,WV,Arlington,14,1,YES,0,YES,54340,9880,4940,39520,Camry
140,35,155912,OH,100/300,Chevrolet,1000,1520.78,0,FEMALE,High School,craft-repair,chess,wife,1/21/2015,Parked Car,?,Trivial Damage,SC,Columbus,5,1,?,0,YES,2860,520,260,2080,Tahoe
106,28,110143,OH,100/300,Saab,2000,1609.11,0,MALE,High School,craft-repair,polo,own-child,1/18/2015,Vehicle Theft,?,Minor Damage,WV,Hillsdale,8,1,YES,2,YES,5490,0,1220,4270,95
292,45,808544,IL,500/1000,Suburu,1000,1358.91,0,MALE,Masters,craft-repair,dancing,unmarried,1/9/2015,Vehicle Theft,?,Trivial Damage,WV,Northbend,4,1,NO,0,?,7370,670,1340,5360,Impreza
34,34,409074,OH,500/1000,Audi,500,1295.87,0,FEMALE,PhD,priv-house-serv,chess,husband,1/13/2015,Multi-vehicle Collision,Side Collision,Major Damage,NC,Columbus,4,3,?,1,NO,50800,5080,5080,40640,A3
290,48,824728,IL,250/500,Nissan,500,1161.03,5000000,MALE,Associate,adm-clerical,video-games,not-in-family,2/13/2015,Multi-vehicle Collision,Side Collision,Minor Damage,VA,Northbrook,20,2,?,1,?,41520,5190,5190,31140,Ultima
182,38,606037,OH,500/1000,Dodge,2000,1441.06,0,FEMALE,Masters,armed-forces,movies,husband,1/8/2015,Single Vehicle Collision,Side Collision,Total Loss,NY,Riverwood,18,1,?,2,YES,89650,8150,16300,65200,RAM
362,55,636843,OH,100/300,Suburu,1000,1097.99,0,FEMALE,JD,other-service,base-jumping,unmarried,2/17/2015,Multi-vehicle Collision,Rear Collision,Total Loss,NY,Hillsdale,0,3,NO,0,NO,39690,0,0,39690,Legacy
143,32,111874,IL,500/1000,Saab,1000,1464.42,0,FEMALE,High School,exec-managerial,golf,husband,1/15/2015,Single Vehicle Collision,Rear Collision,Major Damage,SC,Springfield,1,1,?,2,NO,62260,5660,5660,50940,92x
183,38,439844,IL,250/500,Audi,500,1543.68,0,FEMALE,Masters,prof-specialty,paintball,not-in-family,1/24/2015,Single Vehicle Collision,Side Collision,Major Damage,NC,Hillsdale,17,1,NO,0,YES,51920,9440,4720,37760,A3
254,40,463513,IL,250/500,Volkswagen,500,1390.89,5000000,MALE,College,armed-forces,bungie-jumping,wife,2/28/2015,Single Vehicle Collision,Front Collision,Minor Damage,NY,Riverwood,23,1,?,2,?,53460,9720,4860,38880,Jetta
249,43,577858,OH,100/300,Honda,2000,1148.58,0,FEMALE,MD,adm-clerical,golf,not-in-family,2/16/2015,Multi-vehicle Collision,Rear Collision,Total Loss,SC,Arlington,4,3,YES,2,YES,57100,5710,5710,45680,CRV
169,36,607351,IN,250/500,Dodge,500,1616.26,0,MALE,High School,exec-managerial,yachting,unmarried,2/9/2015,Multi-vehicle Collision,Front Collision,Total Loss,NY,Springfield,0,3,NO,2,?,77440,14080,7040,56320,Neon
235,40,682754,IL,500/1000,Suburu,500,1398.94,0,MALE,College,craft-repair,bungie-jumping,husband,1/24/2015,Single Vehicle Collision,Side Collision,Minor Damage,NY,Riverwood,11,1,NO,1,NO,68300,6830,13660,47810,Forrestor
112,32,757352,OH,500/1000,Honda,1000,1238.92,0,MALE,Associate,other-service,base-jumping,other-relative,2/11/2015,Parked Car,?,Trivial Damage,NY,Arlington,4,1,?,0,?,5060,460,920,3680,CRV
16,32,307469,IL,100/300,Dodge,1000,968.46,0,MALE,MD,tech-support,chess,not-in-family,1/27/2015,Multi-vehicle Collision,Side Collision,Total Loss,WV,Columbus,0,3,?,0,?,59400,6600,13200,39600,RAM
128,31,526296,IL,100/300,Ford,500,1045.12,0,FEMALE,High School,transport-moving,cross-fit,other-relative,1/19/2015,Multi-vehicle Collision,Side Collision,Major Damage,NY,Springfield,2,3,NO,0,?,69930,0,15540,54390,Escape
103,27,658816,IN,100/300,Jeep,1000,1537.33,0,FEMALE,College,handlers-cleaners,board-games,husband,2/20/2015,Multi-vehicle Collision,Front Collision,Minor Damage,NY,Springfield,11,3,YES,1,NO,77700,7770,15540,54390,Wrangler
356,54,913337,OH,500/1000,Audi,500,912.3,0,MALE,College,prof-specialty,yachting,wife,1/10/2015,Multi-vehicle Collision,Front Collision,Major Damage,SC,Northbend,23,3,NO,2,?,68750,12500,12500,43750,A5
109,29,488464,OH,100/300,Jeep,2000,1007.28,6000000,FEMALE,High School,adm-clerical,movies,husband,2/21/2015,Multi-vehicle Collision,Side Collision,Minor Damage,NY,Riverwood,17,3,NO,1,YES,91080,16560,16560,57960,Wrangler
2,20,480094,IN,500/1000,Audi,1000,1189.98,4000000,FEMALE,High School,craft-repair,golf,other-relative,2/1/2015,Single Vehicle Collision,Side Collision,Minor Damage,WV,Columbus,22,1,NO,1,YES,48360,4030,8060,36270,A5
198,34,263108,OH,250/500,Ford,1000,1576.41,0,MALE,Associate,handlers-cleaners,kayaking,other-relative,2/25/2015,Single Vehicle Collision,Side Collision,Major Damage,WV,Hillsdale,18,1,YES,1,YES,95000,9500,9500,76000,F150
107,32,298412,OH,100/300,Ford,500,1172.82,4000000,MALE,Associate,machine-op-inspct,yachting,other-relative,2/24/2015,Vehicle Theft,?,Trivial Damage,SC,Arlington,8,1,?,1,NO,3900,780,390,2730,F150
252,39,261905,IL,500/1000,Jeep,500,1312.22,9000000,MALE,High School,transport-moving,cross-fit,other-relative,2/21/2015,Multi-vehicle Collision,Front Collision,Minor Damage,NC,Riverwood,15,3,?,0,NO,59400,11880,5940,41580,Grand Cherokee
303,43,674485,OH,500/1000,Nissan,1000,671.01,7000000,FEMALE,Associate,machine-op-inspct,camping,other-relative,1/8/2015,Single Vehicle Collision,Rear Collision,Minor Damage,NC,Springfield,20,1,?,2,?,60210,6690,6690,46830,Maxima
101,32,223404,IL,250/500,Suburu,500,895.14,0,MALE,JD,sales,video-games,other-relative,1/10/2015,Single Vehicle Collision,Front Collision,Minor Damage,SC,Columbus,4,1,?,0,YES,43600,8720,4360,30520,Legacy
446,57,991480,IN,100/300,Jeep,2000,1373.21,0,MALE,College,adm-clerical,sleeping,unmarried,2/14/2015,Multi-vehicle Collision,Front Collision,Total Loss,SC,Northbrook,10,3,NO,0,NO,62800,6280,12560,43960,Wrangler
330,48,804219,OH,250/500,Dodge,1000,1625.65,0,MALE,College,farming-fishing,skydiving,husband,2/26/2015,Single Vehicle Collision,Side Collision,Major Damage,VA,Springfield,10,1,YES,1,?,59500,11900,5950,41650,Neon
211,37,483088,OH,250/500,Honda,2000,1295.63,4000000,FEMALE,PhD,armed-forces,skydiving,not-in-family,1/30/2015,Multi-vehicle Collision,Front Collision,Total Loss,WV,Northbend,22,3,YES,1,?,53460,5940,5940,41580,CRV
172,33,100804,IL,100/300,Saab,1000,1459.96,6000000,FEMALE,High School,adm-clerical,reading,wife,1/7/2015,Multi-vehicle Collision,Side Collision,Total Loss,NY,Northbend,15,3,NO,0,NO,41690,7580,7580,26530,95
316,46,941807,OH,100/300,Accura,500,1219.94,7000000,FEMALE,Masters,prof-specialty,paintball,wife,2/27/2015,Single Vehicle Collision,Side Collision,Minor Damage,NY,Arlington,13,1,?,0,YES,63100,6310,12620,44170,TL
435,60,593466,OH,500/1000,Mercedes,500,1064.49,5000000,MALE,Associate,priv-house-serv,chess,other-relative,2/13/2015,Single Vehicle Collision,Front Collision,Total Loss,WV,Arlington,23,1,NO,2,?,62880,5240,10480,47160,E400
344,51,437442,IL,100/300,BMW,1000,959.83,0,FEMALE,Masters,sales,paintball,not-in-family,2/2/2015,Multi-vehicle Collision,Side Collision,Major Damage,NY,Northbend,18,3,?,2,YES,75400,17400,11600,46400,X6
204,40,942106,OH,250/500,Audi,2000,1767.02,0,MALE,JD,machine-op-inspct,hiking,husband,2/27/2015,Single Vehicle Collision,Rear Collision,Total Loss,SC,Arlington,7,1,YES,1,NO,46200,4200,8400,33600,A5
278,47,794951,IN,500/1000,Toyota,500,1285.01,0,MALE,Masters,machine-op-inspct,sleeping,not-in-family,2/2/2015,Single Vehicle Collision,Rear Collision,Major Damage,VA,Hillsdale,21,1,NO,2,YES,58500,5850,5850,46800,Camry
434,57,182450,OH,500/1000,Nissan,2000,1422.95,0,MALE,JD,transport-moving,bungie-jumping,husband,1/17/2015,Multi-vehicle Collision,Rear Collision,Major Damage,SC,Columbus,15,3,NO,1,NO,66240,11040,11040,44160,Maxima
209,36,730973,IN,100/300,Jeep,2000,1223.39,0,FEMALE,MD,craft-repair,camping,wife,1/12/2015,Multi-vehicle Collision,Rear Collision,Total Loss,PA,Hillsdale,17,3,?,1,?,65440,8180,8180,49080,Wrangler
250,43,687755,IL,500/1000,Ford,2000,1539.06,0,MALE,Masters,sales,exercise,other-relative,1/20/2015,Single Vehicle Collision,Front Collision,Minor Damage,SC,Hillsdale,2,1,NO,0,?,64200,10700,10700,42800,F150
61,25,757644,IN,100/300,Dodge,2000,988.06,0,FEMALE,Masters,other-service,dancing,not-in-family,2/5/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,WV,Northbend,1,3,YES,1,NO,32320,4040,4040,24240,RAM
80,28,998865,IL,500/1000,Dodge,1000,1740.57,0,FEMALE,College,farming-fishing,golf,wife,1/20/2015,Single Vehicle Collision,Rear Collision,Major Damage,SC,Northbend,3,1,?,0,?,33480,3720,3720,26040,Neon
25,38,944953,OH,250/500,Toyota,1000,1540.91,7000000,MALE,College,adm-clerical,polo,wife,2/24/2015,Vehicle Theft,?,Trivial Damage,VA,Northbend,0,1,NO,1,YES,4320,480,960,2880,Corolla
4,29,386429,IL,250/500,Jeep,500,1381.88,5000000,MALE,High School,tech-support,exercise,other-relative,2/21/2015,Vehicle Theft,?,Trivial Damage,SC,Hillsdale,4,1,NO,0,?,4200,840,420,2940,Wrangler
32,29,108270,OH,100/300,Saab,500,1446.98,0,MALE,MD,adm-clerical,sleeping,own-child,2/11/2015,Multi-vehicle Collision,Front Collision,Minor Damage,NY,Arlington,11,3,YES,2,NO,57970,10540,5270,42160,93
125,31,205134,IN,500/1000,Saab,500,1220.86,0,MALE,JD,other-service,paintball,husband,1/24/2015,Parked Car,?,Trivial Damage,NY,Arlington,4,1,YES,1,?,4320,0,960,3360,93
276,45,749325,IL,500/1000,Ford,500,948.1,0,FEMALE,High School,machine-op-inspct,reading,wife,1/6/2015,Multi-vehicle Collision,Front Collision,Minor Damage,SC,Columbus,11,3,?,0,?,69300,13860,6930,48510,Escape
148,30,774303,OH,100/300,Dodge,500,1471.24,0,FEMALE,Masters,farming-fishing,camping,own-child,1/15/2015,Multi-vehicle Collision,Side Collision,Minor Damage,NC,Riverwood,4,3,NO,2,NO,32480,4060,4060,24360,Neon
222,38,698470,IN,100/300,Accura,2000,1157.97,0,MALE,MD,machine-op-inspct,hiking,not-in-family,2/22/2015,Single Vehicle Collision,Front Collision,Total Loss,NY,Hillsdale,20,1,?,2,YES,60480,6720,6720,47040,TL
32,38,719989,IL,250/500,Honda,2000,566.11,5000000,MALE,Associate,armed-forces,polo,unmarried,1/21/2015,Parked Car,?,Trivial Damage,NC,Springfield,22,1,YES,0,NO,2640,440,440,1760,CRV
78,27,309323,OH,500/1000,Volkswagen,500,1060.88,0,MALE,JD,other-service,skydiving,other-relative,2/3/2015,Parked Car,?,Trivial Damage,SC,Northbend,4,1,NO,0,NO,6050,550,1100,4400,Passat
238,43,444035,OH,250/500,Saab,1000,1524.45,4000000,MALE,High School,handlers-cleaners,chess,wife,2/16/2015,Multi-vehicle Collision,Rear Collision,Total Loss,NC,Hillsdale,21,4,NO,0,NO,42700,4270,4270,34160,92x
313,47,431478,IN,250/500,Accura,1000,1556.17,0,MALE,College,prof-specialty,reading,wife,2/7/2015,Single Vehicle Collision,Front Collision,Major Damage,SC,Hillsdale,20,1,YES,1,NO,40260,3660,7320,29280,MDX
334,50,797634,OH,500/1000,Chevrolet,500,1216.24,0,MALE,Masters,priv-house-serv,polo,wife,1/14/2015,Single Vehicle Collision,Rear Collision,Major Damage,NY,Columbus,7,1,NO,2,?,50000,5000,10000,35000,Silverado
190,35,284836,IN,250/500,Saab,500,1484.72,5000000,FEMALE,High School,tech-support,golf,husband,2/2/2015,Parked Car,?,Trivial Damage,NY,Riverwood,4,1,NO,0,NO,3840,640,320,2880,92x
194,41,238196,IL,250/500,Saab,500,1203.81,0,MALE,JD,transport-moving,video-games,not-in-family,2/6/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,WV,Springfield,17,3,?,0,?,95900,13700,20550,61650,95
290,47,885789,IN,250/500,Audi,1000,1393.34,0,MALE,High School,exec-managerial,bungie-jumping,other-relative,1/15/2015,Multi-vehicle Collision,Side Collision,Minor Damage,WV,Northbend,20,3,YES,1,YES,56160,6240,12480,37440,A5
26,42,287436,OH,100/300,Saab,1000,1484.48,0,MALE,PhD,armed-forces,sleeping,not-in-family,2/24/2015,Single Vehicle Collision,Side Collision,Major Damage,SC,Riverwood,10,1,NO,2,?,63030,5730,11460,45840,92x
254,41,496067,IL,250/500,BMW,500,1581.27,5000000,FEMALE,PhD,handlers-cleaners,skydiving,own-child,1/7/2015,Single Vehicle Collision,Front Collision,Minor Damage,NY,Riverwood,8,1,YES,2,NO,63470,5770,11540,46160,X6
199,38,206004,IL,250/500,BMW,1000,1281.25,0,FEMALE,High School,tech-support,movies,other-relative,2/4/2015,Single Vehicle Collision,Front Collision,Major Damage,WV,Columbus,6,1,?,0,NO,44440,8080,4040,32320,X6
137,35,153027,IN,250/500,Jeep,500,1667.83,0,MALE,JD,prof-specialty,paintball,husband,2/4/2015,Parked Car,?,Minor Damage,WV,Northbrook,4,1,YES,1,NO,6600,1200,1200,4200,Grand Cherokee
134,36,469426,OH,250/500,Ford,1000,1497.41,0,MALE,PhD,machine-op-inspct,kayaking,husband,1/25/2015,Multi-vehicle Collision,Side Collision,Minor Damage,WV,Northbrook,17,3,NO,2,YES,77200,9650,9650,57900,Escape
73,30,654974,OH,100/300,Audi,500,803.36,0,FEMALE,High School,protective-serv,reading,husband,2/25/2015,Multi-vehicle Collision,Rear Collision,Total Loss,WV,Springfield,15,3,?,0,YES,57000,0,11400,45600,A3
289,45,943425,OH,250/500,Honda,2000,1221.41,0,FEMALE,Masters,farming-fishing,movies,wife,2/27/2015,Vehicle Theft,?,Trivial Damage,WV,Riverwood,9,1,NO,2,NO,2700,300,300,2100,Accord
176,36,641845,OH,250/500,Volkswagen,500,1865.83,5000000,MALE,College,transport-moving,kayaking,unmarried,2/11/2015,Single Vehicle Collision,Rear Collision,Total Loss,WV,Hillsdale,17,1,?,2,YES,47300,4300,8600,34400,Jetta
145,37,794534,OH,250/500,Nissan,2000,1434.27,0,FEMALE,Associate,tech-support,sleeping,unmarried,1/4/2015,Single Vehicle Collision,Rear Collision,Major Damage,VA,Arlington,13,1,?,2,?,55110,5010,10020,40080,Maxima
164,31,357808,IN,500/1000,Mercedes,500,1114.68,0,FEMALE,Associate,other-service,reading,husband,1/26/2015,Vehicle Theft,?,Trivial Damage,SC,Springfield,5,1,YES,1,NO,4320,480,480,3360,E400
186,38,536052,OH,250/500,Saab,2000,1218.56,0,FEMALE,Masters,transport-moving,video-games,husband,3/1/2015,Multi-vehicle Collision,Front Collision,Total Loss,VA,Arlington,23,3,YES,2,?,68760,11460,5730,51570,95
85,31,873384,IL,250/500,BMW,2000,1234.69,9000000,FEMALE,MD,tech-support,paintball,husband,2/6/2015,Multi-vehicle Collision,Front Collision,Major Damage,WV,Arlington,1,2,NO,2,?,74400,14880,7440,52080,M5
162,33,790225,OH,250/500,Mercedes,500,964.92,0,FEMALE,Associate,exec-managerial,base-jumping,other-relative,2/9/2015,Multi-vehicle Collision,Rear Collision,Major Damage,NY,Hillsdale,17,4,NO,2,NO,35300,3530,3530,28240,E400
396,57,587498,IL,500/1000,Volkswagen,500,1351.72,0,MALE,High School,tech-support,camping,wife,2/5/2015,Parked Car,?,Minor Damage,NY,Springfield,3,1,YES,1,?,2640,480,480,1680,Passat
270,41,639027,IL,250/500,Mercedes,1000,817.28,0,MALE,High School,sales,cross-fit,unmarried,1/3/2015,Multi-vehicle Collision,Rear Collision,Total Loss,SC,Columbus,17,3,?,1,NO,60190,4630,9260,46300,ML350
168,39,217899,IL,500/1000,Chevrolet,1000,1389.59,0,FEMALE,Masters,machine-op-inspct,exercise,own-child,2/24/2015,Multi-vehicle Collision,Rear Collision,Major Damage,NY,Northbend,23,3,YES,1,NO,41580,3780,7560,30240,Malibu
274,45,589094,IN,250/500,Accura,1000,1353.53,0,FEMALE,JD,tech-support,cross-fit,unmarried,1/14/2015,Single Vehicle Collision,Side Collision,Minor Damage,NY,Columbus,13,1,YES,0,NO,58500,11700,0,46800,MDX
263,43,458829,IN,500/1000,Nissan,1000,1294.04,0,FEMALE,Masters,handlers-cleaners,movies,not-in-family,1/8/2015,Single Vehicle Collision,Rear Collision,Minor Damage,SC,Riverwood,17,1,YES,2,YES,79320,13220,6610,59490,Ultima
152,33,626208,OH,100/300,Ford,1000,840.81,0,FEMALE,High School,farming-fishing,chess,husband,2/14/2015,Single Vehicle Collision,Rear Collision,Minor Damage,NY,Arlington,2,1,YES,0,?,82610,7510,7510,67590,Escape
46,41,315041,OH,100/300,Dodge,2000,998.19,0,FEMALE,MD,priv-house-serv,video-games,husband,1/23/2015,Multi-vehicle Collision,Rear Collision,Total Loss,SC,Hillsdale,23,3,NO,1,?,78600,13100,19650,45850,RAM
276,46,283267,OH,100/300,Volkswagen,2000,1090.32,0,MALE,College,handlers-cleaners,chess,husband,1/5/2015,Single Vehicle Collision,Front Collision,Minor Damage,SC,Columbus,17,1,NO,1,?,51390,5710,5710,39970,Jetta
